,SeniorCitizen,Dependents,Contract,PaperlessBilling,Partner,tenure,MonthlyCharges,TotalCharges,Churn,DSL,Fiber optic,No
91,1,0,0,0,0,-0.6086956521739131,0.08003679852805905,-0.38982108058925147,0,0,1,0
92,0,1,2,1,1,0.8043478260869565,0.25114995400184004,1.2721512692337442,0,1,0,0
93,0,0,0,1,0,0.782608695652174,0.7488500459981602,1.6825939446628082,0,0,1,0
94,0,0,2,1,0,0.9347826086956522,0.5620975160993563,1.7863428901912968,0,0,1,0
95,0,0,0,1,0,-0.3695652173913043,0.15823367065317404,-0.1385455844811263,1,0,1,0
96,0,1,1,1,1,0.9130434782608695,-0.06439742410303588,0.9876042038878226,0,1,0,0
97,0,0,0,0,0,-0.5217391304347826,-0.907083716651334,-0.37828359665958156,1,0,0,1
98,0,0,2,0,0,0.5,-0.9080036798528058,-0.08554388627547764,0,0,0,1
99,1,0,0,1,1,-0.08695652173913043,0.517939282428703,0.3291866663228506,1,0,1,0
100,0,0,0,0,0,-0.6086956521739131,-0.9227230910763569,-0.40588220125762986,0,0,0,1
101,0,1,0,0,1,-0.6086956521739131,-0.936522539098436,-0.4061032258539837,0,0,0,1
102,0,0,1,0,0,0.1956521739130435,0.4535418583256671,0.6507332490984038,0,0,1,0
103,1,0,1,0,1,0.8043478260869565,-0.45630174793008277,0.48029381536341964,0,1,0,0
104,0,0,2,1,1,0.8478260869565217,0.7295308187672495,1.8313729679551172,1,0,1,0
105,0,0,0,0,0,-0.5217391304347826,-0.8472861085556578,-0.38230624431322124,0,1,0,0
106,0,1,1,1,1,0.9347826086956522,0.6218951241950325,1.7403697741497,0,0,1,0
107,0,0,1,0,0,0.06521739130434782,-0.7396504139834407,-0.13845717464258478,0,1,0,0
108,0,0,1,0,0,0.30434782608695654,0.4415823367065318,0.7437698691902764,0,0,1,0
109,0,1,2,0,1,0.9347826086956522,-0.937442502299908,-0.01008608908027979,0,0,0,1
110,0,0,0,1,1,0.5652173913043478,0.48574057037718504,1.1320658800646863,1,0,1,0
111,0,0,1,0,0,0.5,-0.22815087396504127,0.4847143072904963,0,1,0,0
112,0,0,0,1,0,0.30434782608695654,0.39190432382704715,0.7534360115374839,0,0,1,0
113,1,0,0,1,1,0.17391304347826086,0.11315547378104887,0.43340713099022704,1,0,1,0
114,0,1,2,1,1,0.7608695652173914,-0.28978840846366133,0.5970684771036937,0,1,0,0
115,0,1,0,0,1,-0.5652173913043478,0.3587856485740571,-0.33863178407370426,0,0,1,0
116,0,0,2,0,0,0.15217391304347827,-0.7230910763569457,-0.07990039158190987,0,1,0,0
117,0,1,0,1,1,-0.41304347826086957,0.5501379944802209,-0.09808334837528497,1,0,1,0
118,0,0,2,0,0,0.2608695652173913,-0.9144434222631095,-0.16571687485955724,0,0,0,1
119,0,1,0,1,1,-0.043478260869565216,0.2732290708371667,0.22224023163377696,0,0,1,0
120,0,1,1,1,1,0.5869565217391305,0.5418583256669735,1.2135650162268892,0,0,1,0
121,0,0,0,0,0,-0.5,-0.9135234590616375,-0.37860776606756713,0,0,0,1
122,0,0,0,1,0,-0.5652173913043478,0.07451701931922745,-0.34418686892873057,1,0,1,0
123,0,1,0,0,1,-0.4782608695652174,-0.36154553817847274,-0.30858717394267354,0,1,0,0
124,0,1,0,0,1,-0.5434782608695652,-0.9107635694572217,-0.39329853423855177,0,0,0,1
125,0,0,2,1,0,0.08695652173913043,0.3422263109475623,0.48041169514814175,0,0,1,0
126,1,0,0,1,0,-0.043478260869565216,0.141674333026679,0.21749557029871475,1,0,1,0
127,0,0,2,1,1,0.9347826086956522,-0.8610855565777369,0.09621200679282263,0,0,0,1
128,0,0,0,0,0,-0.6086956521739131,-0.9310027598896045,-0.4060148160154422,0,0,0,1
129,1,0,1,1,0,0.9130434782608695,-0.2557497700091995,0.7626453697188935,0,1,0,0
130,0,0,0,1,0,-0.34782608695652173,0.2870285188592458,-0.05358372964271368,0,0,1,0
131,0,1,0,1,1,-0.08695652173913043,-0.21619135234590606,0.030995015895352272,1,1,0,0
132,0,0,2,0,0,0.8260869565217391,-0.36430542778288866,0.548914585044739,0,1,0,0
133,0,0,0,1,0,-0.6086956521739131,-0.6421343146274148,-0.40138803446510196,1,1,0,0
134,0,0,0,0,0,-0.5869565217391305,-0.4783808647654093,-0.38789079911442803,1,1,0,0
135,0,0,2,1,0,0.30434782608695654,-0.8215271389144434,-0.06167322986926391,0,0,0,1
136,0,0,0,1,0,-0.13043478260869565,0.08555657773689064,0.11228786243429124,0,0,1,0
137,0,1,2,0,1,0.7608695652173914,-0.9227230910763569,-0.03528289306461651,0,0,0,1
138,0,1,2,1,0,0.6086956521739131,-0.9337626494940202,-0.06687467537012408,0,0,0,1
139,1,0,0,1,1,-0.6086956521739131,0.0018399264029440392,-0.3910735533019232,1,0,1,0
140,1,1,2,1,1,0.9347826086956522,0.32566697332106725,1.481800466361898,0,1,0,0
141,0,0,0,0,0,-0.45652173913043476,0.01471941122355127,-0.24572777873964402,1,1,0,0
142,0,0,2,1,1,0.6956521739130435,0.564857405703772,1.347889030917657,0,0,1,0
143,0,0,1,1,0,0.7608695652173914,0.25666973321067166,1.1468450580742127,0,0,1,0
144,1,0,2,0,1,0.9130434782608695,-0.8537258509659613,0.10571606443603736,0,0,0,1
145,0,1,2,1,1,0.782608695652174,0.5280588776448943,1.4791629061787426,0,0,1,0
146,0,0,1,0,0,-0.5652173913043478,-0.9337626494940202,-0.39375531840434974,0,0,0,1
147,0,0,0,1,0,-0.6086956521739131,-0.4544618215271389,-0.39838209995468987,1,1,0,0
148,0,1,1,0,0,0.021739130434782608,-0.10763569457221701,0.15692009592467485,0,1,0,0
149,0,1,0,1,1,-0.30434782608695654,-0.015639374425022896,-0.0960941270081005,0,1,0,0
150,0,1,0,1,1,-0.45652173913043476,-0.03311867525298983,-0.24552148911638044,0,1,0,0
151,0,0,0,0,0,-0.4782608695652174,0.4535418583256671,-0.21865963317284487,1,0,1,0
152,0,1,1,1,1,0.8913043478260869,0.6954921803127878,1.925293686432405,0,0,1,0
153,0,1,2,0,1,0.717391304347826,0.2897884084636615,1.1250962377929956,0,1,0,0
154,0,1,0,0,1,-0.5,-0.9319227230910763,-0.3783867414712133,0,0,0,1
155,0,1,0,1,1,-0.32608695652173914,0.1941122355105798,-0.07210559081716475,0,0,1,0
156,0,0,0,1,0,-0.15217391304347827,0.25390984360625596,0.1250925540497232,0,0,1,0
157,0,1,1,0,1,-0.15217391304347827,-0.9236430542778289,-0.2880908263741283,0,0,0,1
158,0,1,2,0,1,-0.2826086956521739,-0.11223551057957673,-0.11006288149766262,0,1,0,0
159,0,0,2,0,0,-0.41304347826086957,-0.8215271389144434,-0.33768874579592795,0,0,0,1
160,0,1,0,1,0,-0.34782608695652173,-0.264029438822447,-0.18652265686299788,0,1,0,0
161,0,0,0,0,1,-0.1956521739130435,0.22171113155473804,0.05742955761927039,1,0,1,0
162,0,0,0,1,0,-0.5869565217391305,-0.011959521619135079,-0.37199176315004245,0,0,1,0
163,0,0,2,1,0,0.5217391304347826,0.06531738730450803,0.7546590143039751,0,1,0,0
164,0,1,1,0,1,-0.391304347826087,-0.9153633854645814,-0.3429049262698783,0,0,0,1
165,0,0,2,0,1,0.8695652173913043,-0.9282428702851886,-0.010027149187918754,0,0,0,1
166,0,0,0,1,0,-0.5434782608695652,0.010119595216191563,-0.3313821773132986,1,0,1,0
167,0,0,2,1,1,0.9347826086956522,0.34406623735050607,1.4313479185008637,0,1,0,0
168,1,0,0,1,1,0.6304347826086957,-0.46090156393744247,0.3694720827516088,1,1,0,0
169,0,1,0,0,1,-0.2826086956521739,-0.9190432382704692,-0.31711872336193137,0,0,0,1
170,0,0,1,1,1,0.30434782608695654,0.25574977000919974,0.6311799398076349,0,0,1,0
171,0,0,0,1,1,-0.5869565217391305,0.6264949402023922,-0.3402821010598129,1,0,1,0
172,0,0,2,0,1,-0.32608695652173914,0.21343146274149052,-0.06357404139790686,0,1,0,0
173,0,0,1,1,1,0.5217391304347826,0.4507819687212512,1.0617211185318072,1,0,1,0
174,0,0,1,0,0,0.06521739130434782,-0.9162833486660534,-0.21893959766155974,0,0,0,1
175,0,0,0,0,1,0.10869565217391304,-0.8399264029438822,-0.1819106102857479,0,0,0,1
176,1,0,0,1,0,-0.30434782608695654,0.07543698252069933,-0.07419795699598099,1,0,1,0
177,1,0,0,0,0,-0.4782608695652174,0.11223551057957698,-0.26342448142104075,1,0,1,0
178,0,1,0,1,1,-0.30434782608695654,0.6439742410303588,0.04767500543352135,0,0,1,0
179,0,0,1,1,1,0.6956521739130435,-0.9162833486660534,-0.042871404206098036,0,0,0,1
180,0,0,0,0,0,-0.6086956521739131,-0.7433302667893283,-0.40300888150503006,1,1,0,0
181,0,0,0,0,0,-0.6086956521739131,-0.46090156393744247,-0.3984852447663217,0,1,0,0
182,0,0,0,0,0,-0.45652173913043476,0.26034958601655944,-0.21655253202093835,1,0,1,0
183,0,1,1,0,1,0.08695652173913043,0.08095676172953094,0.31115105926037806,0,1,0,0
184,0,0,0,1,0,-0.34782608695652173,0.16375344986200563,-0.0842324736704449,1,0,1,0
185,0,0,0,1,1,-0.6086956521739131,-0.8380864765409384,-0.4045265837333264,1,1,0,0
186,0,0,0,1,0,-0.1956521739130435,-0.34130634774609014,-0.11010708641693338,0,1,0,0
187,0,0,0,0,0,-0.5652173913043478,-0.735050597976081,-0.3876255695988034,0,1,0,0
188,0,0,1,0,0,-0.34782608695652173,-0.9328426862925483,-0.3396927021362027,0,0,0,1
189,0,0,0,0,1,0.2391304347826087,-0.2529898804047837,0.289284359194439,0,1,0,0
190,0,1,1,1,1,0.30434782608695654,0.028518859245630388,0.5233494067331459,0,1,0,0
191,0,0,0,1,1,-0.5,0.3799448022079118,-0.2553497161675808,1,0,1,0
192,0,1,2,0,1,0.8695652173913043,-0.9310027598896045,-0.0065054906193477025,0,0,0,1
193,0,1,2,0,1,0.9347826086956522,0.724011039558418,1.9838652044661704,0,0,1,0
194,0,1,2,0,1,0.6521739130434783,-0.939282428702852,-0.06034708229114092,0,0,0,1
195,0,0,0,1,1,-0.1956521739130435,0.48206071757129726,0.1485801011555903,0,0,1,0
196,0,1,2,1,1,-0.10869565217391304,-0.8509659613615455,-0.23872866652177271,0,0,0,1
197,0,0,0,1,0,0.6521739130434783,0.7543698252069918,1.5095316857177588,0,0,1,0
198,0,1,2,1,1,0.9347826086956522,0.7709291628334869,1.9580347966389522,0,0,1,0
199,0,1,0,0,0,-0.6086956521739131,-0.9126034958601655,-0.4057201165536371,0,0,0,1
200,0,0,1,1,1,-0.043478260869565216,0.5804967801287951,0.37829833163267185,0,0,1,0
201,0,0,0,1,0,-0.32608695652173914,0.17847286108555666,-0.08404091902027162,0,0,1,0
202,0,1,2,0,1,0.9130434782608695,0.6476540938362467,1.7705617340116329,0,0,1,0
203,0,1,0,1,0,-0.34782608695652173,0.1462741490340387,-0.1071306218527018,0,0,1,0
204,0,0,0,0,0,0.32608695652173914,-0.027598896044158237,0.46016584212213074,0,0,1,0
205,0,0,1,1,0,0.08695652173913043,0.17663293468261287,0.37938871964135074,0,0,1,0
206,0,1,2,1,1,0.9347826086956522,-0.27414903403863833,0.8197728603898136,0,1,0,0
207,0,0,0,0,0,-0.6086956521739131,0.17571297148114098,-0.3882886433878649,1,0,1,0
208,0,0,0,1,0,-0.21739130434782608,0.6669733210671573,0.15824624350279784,1,0,1,0
209,0,0,1,1,1,0.7608695652173914,0.5906163753449865,1.549124558411275,0,0,1,0
210,0,0,0,1,0,-0.5869565217391305,-0.4480220791168353,-0.38693302586356143,1,1,0,0
211,0,0,0,0,0,-0.6086956521739131,-0.8298068077276909,-0.4043939689755141,0,1,0,0
212,0,1,2,0,0,0.6956521739130435,-0.9310027598896045,-0.08053399542479081,0,0,0,1
213,0,1,1,0,1,0.0,-0.9264029438822448,-0.25268268603824456,0,0,0,1
214,1,0,0,0,1,-0.13043478260869565,0.30266789328426874,0.17044680122152925,0,0,1,0
215,0,0,0,1,1,0.6086956521739131,-0.21343146274149025,0.6011795345958748,0,1,0,0
216,0,1,2,0,1,0.9347826086956522,-0.4618215271389144,0.5134622397895846,0,1,0,0
217,0,0,2,1,1,0.8043478260869565,-0.2529898804047837,0.7048400702858215,0,1,0,0
218,0,1,2,1,1,0.782608695652174,0.2548298068077279,1.1572921539952037,0,1,0,0
219,0,0,0,1,0,-0.45652173913043476,0.17755289788408476,-0.2277658465426227,0,0,1,0
220,0,0,0,1,0,-0.5434782608695652,-0.003679852805887556,-0.3327525298106924,1,0,1,0
221,0,0,2,0,1,0.9130434782608695,-0.8390064397424103,0.12949831100370957,0,0,0,1
222,0,1,1,1,1,-0.6086956521739131,-0.9227230910763569,-0.40588220125762986,0,0,0,1
223,0,0,0,0,1,-0.5434782608695652,-0.37350505979760806,-0.35898078191134697,1,1,0,0
224,0,0,1,1,0,-0.3695652173913043,-0.9383624655013799,-0.34719280343914266,0,0,0,1
225,0,0,1,1,0,-0.10869565217391304,-0.36338546458141663,-0.03204119898476032,0,1,0,0
226,0,1,1,1,1,0.043478260869565216,0.19871205151793953,0.33839602450426026,0,1,0,0
227,0,0,0,0,1,-0.6086956521739131,-0.27874885004599803,-0.39556772009445107,1,1,0,0
228,0,0,0,1,0,0.021739130434782608,0.35970561177552923,0.3906757090284864,0,0,1,0
229,0,1,2,1,1,0.391304347826087,0.27506899724011047,0.7985692341129361,0,1,0,0
230,0,0,2,1,0,0.5434782608695652,0.6927322907083718,1.2858253242615012,0,0,1,0
231,0,0,0,1,0,0.45652173913043476,0.4259429622815089,0.9872505645336564,0,0,1,0
232,0,0,0,1,0,-0.6086956521739131,0.2621895124195032,-0.38690355591738096,1,0,1,0
233,0,0,2,0,0,0.9347826086956522,-0.9218031278748849,0.04992945631633045,0,0,0,1
234,0,0,0,0,0,0.0,-0.8316467341306348,-0.20495610819890736,0,0,0,1
235,0,0,0,1,0,-0.5869565217391305,-0.29346826126954917,-0.37820992179413027,1,1,0,0
236,0,0,2,1,0,-0.41304347826086957,-0.749770009199632,-0.32370525633327557,0,1,0,0
237,0,0,0,1,1,-0.2391304347826087,0.05151793928242892,-0.026972368241712456,0,0,1,0
238,1,0,0,1,0,-0.391304347826087,0.4535418583256671,-0.08168332332583075,1,0,1,0
239,0,0,2,0,0,-0.2826086956521739,-0.9310027598896045,-0.32803733842181065,0,0,0,1
240,0,0,2,0,0,0.9347826086956522,0.2989880404783809,1.4596538018072442,0,1,0,0
241,0,0,2,0,0,0.9347826086956522,0.7148114075436984,1.9098956395530884,0,0,1,0
242,0,1,1,1,1,0.2608695652173913,0.08003679852805905,0.527563609036959,0,1,0,0
243,1,0,0,0,1,0.782608695652174,0.44250229990800394,1.3935379775512682,0,0,1,0
244,1,0,0,1,0,-0.34782608695652173,-0.28610855565777366,-0.1963214139680177,0,1,0,0
245,1,0,0,0,0,-0.5434782608695652,0.09199632014719412,-0.33126429752857656,0,0,1,0
246,0,0,1,0,0,0.2608695652173913,-0.09843606255749761,0.33428496701207905,0,1,0,0
247,1,0,0,1,0,-0.30434782608695654,0.07451701931922745,-0.09523949856886571,1,0,1,0
248,0,0,0,1,0,-0.6086956521739131,-0.40110395584176634,-0.3975274715154551,1,1,0,0
249,0,0,1,1,0,0.2826086956521739,0.5271389144434224,0.8549157712100727,0,0,1,0
250,0,0,1,1,1,0.4782608695652174,0.4259429622815089,0.949543768395693,0,0,1,0
251,0,1,0,0,1,-0.5869565217391305,0.0009199632014721504,-0.3684701045814714,1,0,1,0
252,1,0,0,0,1,-0.6086956521739131,-0.5547378104875804,-0.39998821202152773,1,1,0,0
253,0,1,1,0,0,0.06521739130434782,0.24563017479300847,0.3641969623852975,0,1,0,0
254,0,0,0,1,0,-0.41304347826086957,-0.9291628334866605,-0.354943399284617,0,0,0,1
255,0,1,2,1,1,0.8260869565217391,-0.19871205151793925,0.7975819909158889,0,1,0,0
256,0,1,2,0,1,0.6956521739130435,0.8233670653173873,1.6534629028633732,0,0,1,0
257,0,0,1,0,0,0.45652173913043476,0.8095676172953082,1.2947989228734669,0,0,1,0
258,0,0,0,1,1,-0.5869565217391305,-0.4737810487580496,-0.38809708873769166,1,1,0,0
259,1,0,0,1,1,0.0,-0.4664213431462741,-0.049752636639247276,0,1,0,0
260,1,0,0,1,0,-0.5652173913043478,-0.5372585096596136,-0.37287586153545776,1,1,0,0
261,1,0,0,1,0,-0.34782608695652173,0.6724931002759892,-0.00977665464538444,1,0,1,0
262,1,0,0,1,1,0.6086956521739131,0.3587856485740571,1.039662863815695,0,0,1,0
263,0,0,2,1,0,0.043478260869565216,-0.3771849126034958,0.03613752150385135,0,1,0,0
264,0,0,1,0,1,0.34782608695652173,0.7902483900643975,1.0711662362826608,0,0,1,0
265,0,1,2,0,1,0.6956521739130435,0.3265869365225391,1.2168951201452867,0,1,0,0
266,0,0,2,0,0,0.45652173913043476,-0.8362465501379945,-0.059595598663537905,0,0,0,1
267,1,0,0,1,0,-0.21739130434782608,0.6375344986200554,0.17970036432220968,0,0,1,0
268,0,0,2,0,0,0.6521739130434783,-0.9383624655013799,-0.0877836021851965,1,0,0,1
269,0,0,2,1,1,0.9130434782608695,-0.8482060717571297,0.09886430194906859,0,0,0,1
270,1,0,0,1,0,-0.2826086956521739,0.4434222631094758,0.03351469629378593,1,0,1,0
271,0,0,2,1,1,0.6086956521739131,-0.19503219871205144,0.6049222177607998,0,1,0,0
272,0,0,0,0,0,-0.6086956521739131,-0.8380864765409384,-0.4045265837333264,1,1,0,0
273,1,0,0,0,1,-0.1956521739130435,0.6752529898804049,0.22826683562769148,0,0,1,0
274,0,0,0,0,0,-0.6086956521739131,0.004599816007359706,-0.39102934838265246,1,0,1,0
275,0,0,0,1,1,-0.5217391304347826,0.2769089236430545,-0.2936311762560643,1,0,1,0
276,0,0,0,1,1,0.5,0.6384544618215272,1.2458051373483678,1,0,1,0
277,1,0,0,1,1,-0.17391304347826086,-0.0993560257589695,-0.01699679145960958,0,1,0,0
278,0,0,0,1,0,-0.32608695652173914,-0.28242870285188587,-0.18434188084564004,0,1,0,0
279,0,0,0,0,0,-0.5217391304347826,-0.36430542778288866,-0.3397074371092929,0,1,0,0
280,0,0,0,0,0,-0.5,-0.27966881324747006,-0.31667667416922374,0,1,0,0
281,0,0,0,0,0,-0.41304347826086957,-0.35234590616375333,-0.2650011235416981,0,1,0,0
282,0,1,0,0,0,-0.6086956521739131,-0.8270469181232751,-0.4043497640562433,0,0,0,1
283,0,0,0,0,0,0.8478260869565217,-0.29254829806807714,0.6749428098856934,0,1,0,0
284,0,1,0,0,1,-0.2391304347826087,0.45630174793008305,0.11271517665390866,1,0,1,0
285,0,0,1,1,0,-0.15217391304347827,0.10395584176632947,0.11379082968949726,0,0,1,0
286,0,0,0,1,0,-0.1956521739130435,-0.4783808647654093,-0.13860452437348733,0,1,0,0
